order_item_id,order_id,product_id,quantity,unit_price,discount
OI000109,ORD00044,P0047,2,942.88,0.2
OI000110,ORD00044,P0175,1,12067.37,0
OI000111,ORD00045,P0084,1,481.88,0.05
OI000112,ORD00045,P0109,2,2583.05,0.15
OI000113,ORD00046,P0200,1,704.35,0.1
OI000114,ORD00046,P0094,1,596.89,0.15
OI000115,ORD00046,P0176,1,3295.05,0
OI000116,ORD00047,P0048,2,1380.18,0.05
OI000117,ORD00047,P0059,1,1461.18,0.15
OI000118,ORD00048,P0070,2,1357.29,0
OI000119,ORD00048,P0107,1,3992.01,0
OI000120,ORD00048,P0020,2,7265.46,0.1
OI000121,ORD00049,P0115,2,8577.77,0
OI000122,ORD00049,P0168,2,31814.14,0.2
OI000123,ORD00049,P0065,1,12485.83,0.2
OI000124,ORD00050,P0099,2,404.01,0.2
OI000125,ORD00050,P0150,1,229.69,0.15
OI000126,ORD00051,P0007,1,50481.45,0
OI000127,ORD00051,P0114,4,1477,0.2
OI000128,ORD00051,P0023,1,1223.62,0.2
OI000129,ORD00052,P0008,1,60611.2,0
OI000130,ORD00052,P0197,2,2436.88,0.1
OI000131,ORD00052,P0173,1,58920.64,0
OI000132,ORD00053,P0136,2,419.97,0.2
OI000133,ORD00053,P0019,1,13706.28,0
OI000134,ORD00053,P0161,2,2701.13,0.05
OI000135,ORD00054,P0048,2,1408.35,0.2
OI000136,ORD00054,P0098,3,487.3,0
OI000137,ORD00054,P0016,1,3000.78,0.1
OI000138,ORD00055,P0117,2,54010.34,0
OI000139,ORD00055,P0087,2,2551.28,0.1
OI000140,ORD00056,P0003,1,31827.79,0.05
OI000141,ORD00056,P0106,1,2423.48,0.15
OI000142,ORD00056,P0105,1,2466.13,0.2
OI000143,ORD00056,P0127,1,4609.4,0.2
OI000144,ORD00057,P0129,1,12231.92,0.1
OI000145,ORD00057,P0070,3,1357.29,0.1
OI000146,ORD00058,P0141,1,1347.9,0
OI000147,ORD00058,P0151,1,625.52,0.15
OI000148,ORD00059,P0094,1,621.25,0
OI000149,ORD00059,P0118,1,56941.9,0.15
OI000150,ORD00060,P0169,1,1444.08,0.05
OI000151,ORD00060,P0186,2,1881.06,0.1
OI000152,ORD00061,P0048,1,1380.18,0
OI000153,ORD00061,P0173,2,57765.33,0.1
OI000154,ORD00061,P0061,2,71007.17,0.15
OI000155,ORD00062,P0105,2,2416.81,0.1
OI000156,ORD00062,P0018,1,8698.57,0.2
OI000157,ORD00063,P0196,1,1383.98,0
OI000158,ORD00063,P0072,3,4847.82,0
OI000159,ORD00064,P0170,2,9166.14,0
OI000160,ORD00064,P0173,2,56610.02,0
OI000161,ORD00064,P0148,3,150.97,0
OI000162,ORD00065,P0133,3,1370.53,0.2
OI000163,ORD00065,P0008,2,61823.42,0.15
OI000164,ORD00066,P0002,1,61867.95,0.05
OI000165,ORD00066,P0019,1,13980.41,0
OI000166,ORD00067,P0112,3,64420.68,0.15
OI000167,ORD00067,P0126,1,2735.82,0.05
OI000168,ORD00068,P0160,1,2334.36,0.1
OI000169,ORD00068,P0111,4,76775.78,0
OI000170,ORD00068,P0096,3,583.08,0
OI000171,ORD00069,P0078,3,1231.65,0
OI000172,ORD00069,P0159,1,1089.06,0.15
OI000173,ORD00070,P0158,2,1569.48,0.05
OI000174,ORD00070,P0114,1,1507.14,0.2
OI000175,ORD00070,P0173,1,57765.33,0.1
OI000176,ORD00070,P0082,3,660.59,0.05
OI000177,ORD00071,P0126,1,2790.54,0.2
OI000178,ORD00071,P0029,2,486.42,0.15
OI000179,ORD00071,P0090,3,680.59,0
OI000180,ORD00072,P0014,1,1792.49,0
OI000181,ORD00072,P0062,2,55469.61,0.15
OI000182,ORD00073,P0061,1,69587.03,0
OI000183,ORD00073,P0097,1,378.3,0.05
OI000184,ORD00074,P0166,1,73611.82,0.2
OI000185,ORD00074,P0102,2,950.52,0.05
OI000186,ORD00075,P0138,2,557.76,0
OI000187,ORD00075,P0022,1,8676.7,0.15
OI000188,ORD00076,P0182,1,5205.71,0.05
OI000189,ORD00076,P0134,1,1562.24,0.1
OI000190,ORD00076,P0041,1,595.36,0
OI000191,ORD00077,P0172,3,49468.8,0
OI000192,ORD00077,P0014,2,1792.49,0.1
OI000193,ORD00077,P0022,2,8850.23,0.1
OI000194,ORD00078,P0162,1,4205.41,0.1
OI000195,ORD00078,P0099,4,404.01,0.2
OI000196,ORD00079,P0154,1,389.52,0.1
OI000197,ORD00079,P0052,4,4127.99,0.1
OI000198,ORD00080,P0107,1,3912.17,0
OI000199,ORD00080,P0081,1,367.81,0.2
OI000200,ORD00081,P0102,1,969.53,0
OI000201,ORD00081,P0018,3,9053.61,0.1
OI000202,ORD00081,P0056,3,74295.39,0.05
OI000203,ORD00081,P0084,2,491.52,0.2
OI000204,ORD00082,P0067,1,2079.89,0.2
OI000205,ORD00082,P0081,1,367.81,0.05
OI000206,ORD00082,P0088,1,1071.07,0
OI000207,ORD00083,P0161,1,2701.13,0.2
OI000208,ORD00083,P0142,2,2561.81,0
OI000209,ORD00084,P0023,3,1223.62,0.15
OI000210,ORD00084,P0073,4,8936.27,0.15
OI000211,ORD00085,P0051,2,2328.37,0
OI000212,ORD00085,P0124,2,1870.74,0.2
OI000213,ORD00086,P0098,1,497.24,0.2
OI000214,ORD00086,P0137,1,719.63,0.1
OI000215,ORD00087,P0031,1,1428.9,0.05
OI000216,ORD00087,P0022,3,8676.7,0.1
OI000217,ORD00088,P0025,4,1024.33,0
OI000218,ORD00088,P0021,1,2006.11,0.05
OI000219,ORD00088,P0089,1,565.78,0.15
OI000220,ORD00089,P0173,1,57765.33,0.1
OI000221,ORD00089,P0176,1,3165.83,0.2
OI000222,ORD00089,P0193,1,593.23,0
OI000223,ORD00090,P0049,1,1186.28,0.05
OI000224,ORD00090,P0112,1,64420.68,0
OI000225,ORD00090,P0005,4,9113.32,0.2
OI000226,ORD00091,P0155,1,523.66,0
OI000227,ORD00091,P0060,1,9187,0.2
OI000228,ORD00092,P0004,2,1626.57,0.1
OI000229,ORD00092,P0155,1,534.13,0
OI000230,ORD00092,P0174,1,26874.76,0.1
OI000231,ORD00093,P0172,2,49468.8,0.15
OI000232,ORD00093,P0002,1,61867.95,0
OI000233,ORD00093,P0177,1,2140.7,0
OI000234,ORD00094,P0124,1,1834.06,0
OI000235,ORD00094,P0048,1,1408.35,0.2
OI000236,ORD00095,P0006,1,65460.48,0.1
OI000237,ORD00095,P0157,1,869.72,0
OI000238,ORD00095,P0054,1,2365.89,0.2
OI000239,ORD00096,P0084,1,491.52,0
OI000240,ORD00096,P0170,1,9166.14,0.1
OI000241,ORD00096,P0094,1,609.07,0
OI000242,ORD00097,P0048,2,1408.35,0.05
OI000243,ORD00097,P0151,1,638.29,0.05
OI000244,ORD00098,P0170,2,9166.14,0.05
OI000245,ORD00098,P0068,1,2356.18,0
OI000246,ORD00098,P0052,2,4127.99,0
OI000247,ORD00099,P0174,1,26874.76,0
OI000248,ORD00099,P0078,1,1231.65,0.2
OI000249,ORD00100,P0064,1,23322.1,0.1
OI000250,ORD00100,P0178,1,2634.06,0
OI000251,ORD00101,P0109,2,2481.75,0.05
OI000252,ORD00101,P0188,3,1279.04,0.05
OI000253,ORD00102,P0128,1,9906.76,0.2
OI000254,ORD00102,P0168,1,31177.86,0
OI000255,ORD00102,P0059,3,1490.4,0.2
OI000256,ORD00103,P0004,2,1562.79,0.1
OI000257,ORD00103,P0187,2,9558,0.1
OI000258,ORD00104,P0079,4,1470.09,0
OI000259,ORD00104,P0087,2,2501.25,0
OI000260,ORD00104,P0053,1,2967.28,0.1
OI000261,ORD00105,P0077,1,8960.44,0
OI000262,ORD00105,P0057,1,65329.71,0.2
OI000263,ORD00106,P0051,4,2328.37,0
OI000264,ORD00106,P0190,1,976.11,0.1
OI000265,ORD00107,P0007,1,49491.62,0
OI000266,ORD00107,P0108,1,3219.72,0.2
OI000267,ORD00108,P0025,1,1003.84,0.2
OI000268,ORD00108,P0029,2,476.88,0.05
OI000269,ORD00109,P0175,2,12067.37,0
OI000270,ORD00109,P0116,2,64047.72,0
OI000271,ORD00110,P0062,1,55469.61,0.2
OI000272,ORD00110,P0004,2,1594.68,0
OI000273,ORD00111,P0113,1,27584.9,0
OI000274,ORD00111,P0061,3,71007.17,0.15
OI000275,ORD00112,P0116,2,64047.72,0.1
OI000276,ORD00112,P0035,1,683.15,0.15
OI000277,ORD00113,P0191,1,405.87,0.2
OI000278,ORD00113,P0004,1,1594.68,0
OI000279,ORD00114,P0200,1,718.72,0.2
OI000280,ORD00114,P0048,4,1436.52,0.15
OI000281,ORD00114,P0146,1,25.53,0.1
OI000282,ORD00115,P0143,3,982.23,0.2
OI000283,ORD00115,P0146,1,26.05,0.2
OI000284,ORD00116,P0156,1,1276.74,0.1
OI000285,ORD00116,P0173,1,57765.33,0
OI000286,ORD00116,P0135,1,1027.07,0.15
OI000287,ORD00116,P0169,2,1444.08,0.05
OI000288,ORD00117,P0045,1,470.87,0.15
OI000289,ORD00117,P0185,2,6510.85,0
OI000290,ORD00117,P0043,1,493.97,0
OI000291,ORD00118,P0196,3,1383.98,0.2
OI000292,ORD00118,P0010,1,12868.24,0
OI000293,ORD00119,P0085,1,342.51,0
OI000294,ORD00119,P0097,1,393.74,0
OI000295,ORD00119,P0001,1,70376.7,0.15
OI000296,ORD00120,P0165,1,3675.12,0.1
OI000297,ORD00120,P0047,1,942.88,0
OI000298,ORD00120,P0007,1,50481.45,0.1
OI000299,ORD00121,P0055,4,3422.37,0
OI000300,ORD00121,P0022,2,8676.7,0
OI000301,ORD00121,P0131,1,1976.64,0.15
OI000302,ORD00122,P0073,3,8936.27,0
OI000303,ORD00122,P0078,1,1256.28,0.05
OI000304,ORD00122,P0060,1,9003.26,0.1
OI000305,ORD00122,P0127,1,4797.54,0
OI000306,ORD00123,P0126,2,2735.82,0.2
OI000307,ORD00123,P0098,1,497.24,0.1
OI000308,ORD00124,P0156,3,1276.74,0.1
OI000309,ORD00124,P0113,1,28147.86,0
OI000310,ORD00125,P0149,1,571.64,0
OI000311,ORD00125,P0025,4,1003.84,0.05
OI000312,ORD00126,P0158,1,1569.48,0.05
OI000313,ORD00126,P0080,1,963.55,0.05
OI000314,ORD00127,P0027,1,691.62,0.1
OI000315,ORD00127,P0061,1,71007.17,0.15
OI000316,ORD00127,P0151,1,625.52,0
OI000317,ORD00128,P0027,1,691.62,0
OI000318,ORD00128,P0132,3,9045.24,0
OI000319,ORD00128,P0151,2,651.06,0.15
OI000320,ORD00129,P0094,2,609.07,0.15
OI000321,ORD00129,P0106,1,2423.48,0.15
OI000322,ORD00130,P0039,1,613.63,0.05
OI000323,ORD00130,P0018,1,8876.09,0.15
OI000324,ORD00130,P0195,2,373.8,0.05
OI000325,ORD00131,P0146,1,26.05,0.1
OI000326,ORD00131,P0104,1,1088.18,0
OI000327,ORD00131,P0067,1,2122.34,0
OI000328,ORD00132,P0158,2,1600.87,0.2
OI000329,ORD00132,P0094,2,621.25,0.15
OI000330,ORD00133,P0133,1,1370.53,0
OI000331,ORD00133,P0072,2,4847.82,0
OI000332,ORD00134,P0188,1,1279.04,0.15
OI000333,ORD00134,P0018,3,8876.09,0.15
OI000334,ORD00135,P0059,1,1431.96,0.2
OI000335,ORD00135,P0088,3,1050.07,0
OI000336,ORD00135,P0161,2,2648.17,0.1
OI000337,ORD00135,P0100,3,538.87,0.05
OI000338,ORD00136,P0106,1,2375.01,0.1
OI000339,ORD00136,P0032,1,2532.84,0
OI000340,ORD00137,P0169,4,1415.2,0
OI000341,ORD00137,P0089,1,577.1,0.2
OI000342,ORD00137,P0022,1,8676.7,0.15
OI000343,ORD00138,P0120,2,12229.12,0.05
OI000344,ORD00138,P0011,1,3151.57,0.1
OI000345,ORD00138,P0091,1,29.1,0.1
OI000346,ORD00139,P0108,1,3155.33,0.05
OI000347,ORD00139,P0181,2,2850.77,0
OI000348,ORD00140,P0186,1,1919.45,0.15
OI000349,ORD00140,P0179,2,2040.25,0.1
OI000350,ORD00140,P0126,1,2681.1,0.15
OI000351,ORD00141,P0164,4,2448.59,0.1
OI000352,ORD00141,P0014,1,1792.49,0.1
OI000353,ORD00141,P0006,1,65460.48,0
OI000354,ORD00141,P0186,1,1957.84,0.05
OI000355,ORD00142,P0102,2,969.53,0.2
OI000356,ORD00142,P0145,3,708.37,0
OI000357,ORD00143,P0138,1,580.52,0.15
OI000358,ORD00143,P0026,1,393.23,0.2
OI000359,ORD00143,P0073,1,8936.27,0.2
OI000360,ORD00144,P0047,4,942.88,0
OI000361,ORD00144,P0071,2,2746.57,0
OI000362,ORD00145,P0197,1,2436.88,0.15
OI000363,ORD00145,P0159,2,1067.28,0
OI000364,ORD00146,P0183,2,8885.07,0.15
OI000365,ORD00146,P0041,2,607.51,0.2
OI000366,ORD00147,P0143,1,1002.28,0
OI000367,ORD00147,P0106,2,2471.95,0.2
OI000368,ORD00147,P0111,1,73764.96,0.05
OI000369,ORD00148,P0185,1,6641.07,0.05
OI000370,ORD00148,P0117,1,52930.13,0.15
OI000371,ORD00149,P0058,2,32636.08,0.2
OI000372,ORD00149,P0116,1,62766.77,0.15
OI000373,ORD00150,P0029,2,467.34,0.15
OI000374,ORD00150,P0021,2,2006.11,0.05
OI000375,ORD00151,P0030,1,333.12,0.1
OI000376,ORD00151,P0136,1,428.37,0.2
OI000377,ORD00151,P0188,2,1253.46,0.05
OI000378,ORD00151,P0114,1,1477,0.1
OI000379,ORD00152,P0185,1,6641.07,0.1
OI000380,ORD00152,P0055,1,3492.21,0.1
OI000381,ORD00153,P0087,2,2451.22,0
OI000382,ORD00153,P0169,1,1415.2,0.1
OI000383,ORD00154,P0035,2,683.15,0.2
OI000384,ORD00154,P0012,3,1961.09,0.15
OI000385,ORD00155,P0183,1,8885.07,0.15
OI000386,ORD00155,P0008,2,60611.2,0.1
OI000387,ORD00155,P0124,2,1834.06,0.05
OI000388,ORD00156,P0165,3,3675.12,0
OI000389,ORD00156,P0063,1,54865.76,0.2
OI000390,ORD00157,P0186,1,1919.45,0
OI000391,ORD00157,P0034,2,577.65,0
OI000392,ORD00158,P0044,2,430.77,0.15
OI000393,ORD00158,P0021,1,1966.77,0.05
OI000394,ORD00159,P0189,2,1543.42,0
OI000395,ORD00159,P0200,1,733.09,0
OI000396,ORD00160,P0038,1,146.13,0.15
OI000397,ORD00160,P0089,3,577.1,0.15
OI000398,ORD00161,P0033,1,1055.37,0
OI000399,ORD00161,P0010,1,12615.92,0
OI000400,ORD00162,P0152,4,421.02,0.2
OI000401,ORD00162,P0078,2,1231.65,0.15
OI000402,ORD00162,P0193,1,593.23,0.05
OI000404,ORD00163,P0064,1,22855.66,0
OI000405,ORD00163,P0091,1,29.1,0.2
OI000406,ORD00164,P0071,2,2802.62,0.1
OI000407,ORD00164,P0154,1,397.31,0.1
OI000408,ORD00165,P0028,3,615.3,0.2
OI000409,ORD00165,P0127,1,4703.47,0
OI000410,ORD00166,P0045,1,461.45,0.1
OI000411,ORD00166,P0047,2,942.88,0.2
OI000412,ORD00166,P0059,2,1461.18,0.2
OI000413,ORD00167,P0173,1,57765.33,0
OI000414,ORD00167,P0027,1,691.62,0.05
OI000415,ORD00168,P0101,2,1289.34,0
OI000416,ORD00168,P0004,2,1562.79,0
OI000417,ORD00169,P0044,2,430.77,0.15
OI000418,ORD00169,P0010,3,12363.6,0
OI000419,ORD00170,P0199,3,595.7,0.05
OI000420,ORD00170,P0009,4,24075.69,0.05
OI000421,ORD00170,P0165,1,3748.62,0.15
OI000422,ORD00171,P0126,1,2681.1,0.15
OI000423,ORD00171,P0032,2,2482.18,0.05
OI000424,ORD00172,P0178,1,2634.06,0
OI000425,ORD00172,P0024,2,1416.78,0.1
OI000426,ORD00173,P0172,2,49468.8,0.2
OI000427,ORD00173,P0099,1,395.93,0.05
OI000428,ORD00173,P0163,2,2744.22,0
OI000429,ORD00174,P0041,1,595.36,0.1
OI000430,ORD00174,P0133,2,1370.53,0.15
OI000431,ORD00175,P0144,1,633.09,0.1
OI000432,ORD00175,P0162,2,4205.41,0
OI000433,ORD00175,P0018,3,8876.09,0.1
OI000434,ORD00176,P0090,1,694.48,0
OI000435,ORD00176,P0198,1,929.13,0
OI000436,ORD00177,P0178,2,2687.82,0.1
OI000437,ORD00177,P0037,1,317.38,0.05
OI000438,ORD00178,P0080,2,982.82,0
OI000439,ORD00178,P0123,2,2400.64,0.15
OI000440,ORD00178,P0136,1,411.57,0.15
OI000441,ORD00179,P0156,1,1276.74,0
OI000442,ORD00179,P0183,1,9062.77,0.1
OI000443,ORD00179,P0023,2,1223.62,0.1
OI000444,ORD00180,P0132,2,9045.24,0
OI000445,ORD00180,P0086,1,1390.35,0.1
OI000446,ORD00181,P0200,1,733.09,0
OI000447,ORD00181,P0110,1,3335.32,0
OI000448,ORD00182,P0124,1,1834.06,0.2
OI000449,ORD00182,P0113,1,27584.9,0
OI000450,ORD00183,P0150,1,234.38,0.05
OI000451,ORD00183,P0190,1,976.11,0.1
OI000452,ORD00183,P0040,1,241.46,0.1
OI000453,ORD00183,P0101,1,1315.13,0.15
OI000454,ORD00184,P0170,1,8986.41,0.05
OI000455,ORD00184,P0087,1,2501.25,0
OI000456,ORD00184,P0028,4,627.61,0.15
OI000457,ORD00185,P0034,1,577.65,0
OI000458,ORD00185,P0081,2,375.32,0.05
OI000459,ORD00186,P0038,1,152.09,0
OI000460,ORD00186,P0101,2,1289.34,0.1
OI000461,ORD00186,P0059,1,1490.4,0.15
OI000462,ORD00187,P0132,1,9045.24,0
OI000463,ORD00187,P0145,2,694.48,0
OI000464,ORD00187,P0012,1,1961.09,0
OI000465,ORD00188,P0081,2,375.32,0.05
OI000466,ORD00188,P0153,1,475.15,0.1
OI000467,ORD00188,P0162,1,4205.41,0.2
OI000468,ORD00189,P0132,1,8690.52,0.2
OI000469,ORD00189,P0110,2,3335.32,0.1
OI000470,ORD00189,P0130,4,6923.24,0
OI000471,ORD00190,P0038,1,149.11,0.1
OI000472,ORD00190,P0028,1,615.3,0
OI000473,ORD00191,P0072,2,4847.82,0.15
OI000474,ORD00191,P0155,1,534.13,0.1
OI000475,ORD00192,P0090,2,680.59,0.05
OI000476,ORD00192,P0006,2,66769.69,0.15
OI000477,ORD00192,P0147,2,300.51,0
OI000478,ORD00192,P0131,3,1976.64,0.05
OI000479,ORD00193,P0155,4,523.66,0.2
OI000480,ORD00193,P0003,1,31203.72,0.1
OI000481,ORD00193,P0161,1,2701.13,0
OI000482,ORD00194,P0187,3,9370.59,0
OI000483,ORD00194,P0040,2,241.46,0.2
OI000484,ORD00195,P0047,1,942.88,0.1
OI000485,ORD00195,P0062,1,55469.61,0.1
OI000486,ORD00196,P0120,1,12229.12,0.15
OI000487,ORD00196,P0178,2,2687.82,0.05
OI000488,ORD00197,P0167,3,69488.37,0.2
OI000489,ORD00197,P0017,1,4950.14,0
OI000490,ORD00197,P0140,2,332.05,0.05
OI000491,ORD00198,P0128,3,9906.76,0.1
OI000492,ORD00198,P0104,3,1066.42,0.15
OI000493,ORD00198,P0125,1,1365.73,0
OI000494,ORD00199,P0161,2,2648.17,0
OI000495,ORD00199,P0066,3,2868.86,0.1
OI000496,ORD00199,P0129,1,12231.92,0.15
OI000497,ORD00199,P0054,1,2413.21,0.15
OI000498,ORD00200,P0097,1,393.74,0.15
OI000499,ORD00200,P0091,2,28.52,0
OI000500,ORD00201,P0120,1,12473.7,0
OI000501,ORD00201,P0164,2,2399.62,0.2
OI000502,ORD00201,P0005,3,8934.63,0
OI000503,ORD00202,P0056,1,74295.39,0.2
OI000504,ORD00202,P0135,2,1027.07,0.05
OI000505,ORD00203,P0143,1,1002.28,0.05
OI000506,ORD00203,P0139,1,472.08,0
OI000507,ORD00204,P0193,1,593.23,0.05
OI000508,ORD00204,P0093,1,143.61,0.15
OI000509,ORD00204,P0178,2,2687.82,0.15
OI000510,ORD00205,P0048,1,1408.35,0
OI000511,ORD00205,P0085,3,329.07,0
OI000512,ORD00206,P0134,1,1500.98,0.1
OI000513,ORD00206,P0078,1,1231.65,0.15
OI000514,ORD00207,P0048,1,1436.52,0.2
OI000515,ORD00207,P0200,1,704.35,0
OI000516,ORD00208,P0153,2,475.15,0
OI000517,ORD00208,P0091,1,28.52,0.2
OI000518,ORD00208,P0179,2,2040.25,0.15
OI000519,ORD00209,P0194,1,473.6,0.05
OI000520,ORD00209,P0176,1,3230.44,0.15
OI000521,ORD00210,P0067,2,2122.34,0.2
OI000522,ORD00210,P0190,1,995.63,0
OI000523,ORD00211,P0081,2,382.83,0.15
OI000524,ORD00211,P0187,1,9558,0.2
OI000525,ORD00212,P0187,2,9370.59,0.05
OI000526,ORD00212,P0075,3,6585.85,0.05
OI000527,ORD00212,P0061,2,71007.17,0
OI000528,ORD00213,P0167,1,68125.85,0.05
OI000529,ORD00213,P0047,1,961.74,0
OI000530,ORD00214,P0104,2,1109.94,0
OI000531,ORD00214,P0195,2,381.28,0
OI000532,ORD00215,P0042,4,406.06,0.1
OI000533,ORD00215,P0027,1,678.06,0.15
OI000534,ORD00216,P0035,2,669.49,0
OI000535,ORD00216,P0026,1,393.23,0.15
OI000536,ORD00217,P0020,1,7413.73,0.2
OI000537,ORD00217,P0052,2,4127.99,0.1
OI000538,ORD00218,P0166,1,73611.82,0
OI000539,ORD00218,P0196,1,1383.98,0
OI000540,ORD00218,P0078,2,1231.65,0
OI000541,ORD00219,P0087,1,2501.25,0.15
OI000542,ORD00219,P0158,3,1538.09,0.05
OI000543,ORD00219,P0084,1,491.52,0
OI000544,ORD00220,P0126,2,2735.82,0.1
OI000545,ORD00220,P0069,1,1785.79,0.05
OI000546,ORD00220,P0044,1,422.15,0.2
OI000547,ORD00221,P0041,2,619.66,0.15
OI000548,ORD00221,P0195,1,373.8,0.2
OI000549,ORD00221,P0096,2,594.98,0.05
OI000550,ORD00222,P0147,3,300.51,0.05
OI000551,ORD00222,P0093,2,140.74,0
OI000552,ORD00223,P0042,1,397.94,0
OI000553,ORD00223,P0004,2,1626.57,0.15
OI000554,ORD00224,P0129,1,12231.92,0.1
OI000555,ORD00224,P0154,3,389.52,0
OI000556,ORD00224,P0053,1,2909.1,0.2
OI000557,ORD00225,P0121,4,2977.66,0.1
OI000558,ORD00225,P0124,2,1834.06,0
