review_id,product_id,customer_id,rating,review_date,review_text
REV00330,P0005,C02904,4,2026-01-08,Works as expected
REV00331,P0182,C00711,2,2025-11-21,Not fully satisfied
REV00332,P0141,C00209,2,2025-06-26,Not fully satisfied
REV00333,P0059,C04834,4,2025-06-08,Works as expected
REV00334,P0136,C03334,4,2025-11-04,Happy with the purchase
REV00335,P0132,C04452,3,2025-02-06,Decent for the price
REV00336,P0163,C04414,5,2025-09-05,Excellent product
REV00337,P0013,C02201,4,2025-09-28,Good product
REV00338,P0027,C01145,4,2025-02-24,Works as expected
REV00339,P0141,C00293,4,2025-12-22,Good product
REV00340,P0021,C03104,5,2025-07-24,Really impressed
REV00341,P0003,C04106,5,2025-06-11,Great quality and value
REV00342,P0041,C02107,5,2025-03-08,Excellent product
REV00343,P0142,C02417,3,2025-11-25,Okay product
REV00344,P0113,C03427,4,2025-04-27,Good product
REV00345,P0178,C03083,4,2025-05-14,Happy with the purchase
REV00346,P0045,C04550,3,2025-07-04,Okay product
REV00347,P0062,C03363,3,2025-05-11,Decent for the price
REV00348,P0017,C02282,4,2025-09-05,Happy with the purchase
REV00349,P0059,C04785,3,2025-01-21,Okay product
REV00350,P0014,C03698,5,2025-09-28,Excellent product
REV00351,P0112,C00058,3,2025-06-05,Decent for the price
REV00352,P0163,C03594,3,2025-05-10,Decent for the price
REV00353,P0009,C02606,3,2025-05-16,Okay product
REV00354,P0113,C03226,4,2025-03-29,Good product
REV00355,P0098,C04767,3,2025-05-27,Average experience
REV00356,P0175,C03873,3,2026-01-11,Average experience
REV00357,P0147,C01282,4,2025-09-29,Works as expected
REV00358,P0158,C01107,5,2025-03-08,Great quality and value
REV00359,P0172,C01994,4,2025-06-24,Happy with the purchase
REV00360,P0035,C00969,4,2025-08-30,Works as expected
REV00361,P0134,C00348,5,2025-12-16,Really impressed
REV00362,P0011,C03433,2,2025-12-28,Average quality
REV00363,P0100,C01784,3,2025-04-25,
REV00364,P0071,C03875,3,2025-04-04,Okay product
REV00365,P0112,C01440,5,2025-10-26,Excellent product
REV00366,P0120,C04864,5,2025-02-22,Great quality and value
REV00367,P0132,C00688,1,2025-09-06,Not worth the price
REV00368,P0032,C04882,5,2025-05-03,Really impressed
REV00369,P0078,C03197,5,2025-04-23,Really impressed
REV00370,P0195,C03228,3,2025-04-10,Okay product
REV00371,P0192,C01310,5,2025-11-10,Excellent product
REV00372,P0106,C04475,4,2025-04-21,Happy with the purchase
REV00373,P0089,C00442,3,2025-10-03,Okay product
REV00374,P0066,C01102,5,2025-04-15,Excellent product
REV00375,P0144,C02275,4,2025-02-11,Works as expected
REV00376,P0073,C01269,4,2025-09-30,Good product
REV00377,P0014,C00489,5,2025-08-08,Really impressed
REV00378,P0092,C02400,3,2025-05-15,Decent for the price
REV00379,P0121,C02742,5,2025-05-04,Really impressed
REV00380,P0155,C01022,5,2025-12-21,Excellent product
REV00381,P0167,C02790,1,2025-11-06,Very disappointing
REV00382,P0118,C03895,5,2025-05-05,Excellent product
REV00383,P0134,C01119,5,2025-12-24,Really impressed
REV00384,P0182,C03551,5,2025-03-15,Great quality and value
REV00385,P0107,C04908,4,2025-07-13,Happy with the purchase
REV00386,P0175,C01721,5,2025-09-24,Great quality and value
REV00387,P0133,C00652,5,2025-02-18,Really impressed
REV00388,P0151,C04962,4,2025-04-19,Good product
REV00389,P0017,C03729,4,2025-02-13,Good product
REV00390,P0077,C04122,2,2025-10-19,Average quality
REV00391,P0107,C03651,5,2025-04-01,Really impressed
REV00392,P0197,C02861,4,2025-09-24,Happy with the purchase
REV00393,P0114,C04617,3,2025-10-29,Decent for the price
REV00394,P0004,C01573,5,2025-07-10,Really impressed
REV00395,P0079,C01139,5,2025-11-18,Great quality and value
REV00396,P0020,C04735,5,2025-11-02,Great quality and value
REV00397,P0152,C04905,5,2025-06-29,Excellent product
REV00398,P0176,C01120,4,2025-02-06,Works as expected
REV00399,P0113,C01964,3,2025-04-18,Okay product
REV00400,P0092,C01454,5,2025-05-28,Great quality and value
REV00401,P0147,C00937,4,2025-08-15,Good product
REV00402,P0091,C03794,2,2025-03-09,Not fully satisfied
REV00403,P0128,C01546,5,2025-02-06,Excellent product
REV00404,P0027,C04918,5,2025-06-11,Really impressed
REV00405,P0187,C02304,2,2025-10-26,Could be better
REV00406,P0055,C02792,5,2026-01-12,Really impressed
REV00407,P0095,C02089,4,2025-07-08,Good product
REV00408,P0134,C00390,5,2026-01-13,Great quality and value
REV00409,P0028,C03697,3,2025-06-20,Okay product
REV00410,P0107,C04141,5,2025-11-17,Excellent product
REV00411,P0120,C01539,3,2025-06-18,Okay product
REV00412,P0052,C03096,5,2025-10-11,Really impressed
REV00413,P0097,C02677,4,2025-05-12,Good product
REV00414,P0010,C00383,4,2025-11-12,Works as expected
REV00415,P0038,C03254,3,2025-11-22,Decent for the price
REV00416,P0050,C01608,4,2025-06-05,Good product
REV00417,P0042,C04511,2,2025-05-30,Average quality
REV00418,P0065,C04954,4,2025-09-13,Happy with the purchase
REV00419,P0037,C01051,4,2025-12-07,Good product
REV00420,P0075,C03175,4,2025-07-08,Good product
REV00421,P0109,C01010,5,2025-10-05,Excellent product
REV00422,P0186,C04931,4,2025-12-31,Happy with the purchase
REV00423,P0004,C04058,4,2025-05-08,Happy with the purchase
REV00424,P0189,C00468,5,2025-08-15,Excellent product
REV00425,P0174,C03479,4,2025-06-15,Happy with the purchase
REV00426,P0170,C02152,2,2025-11-27,Could be better
REV00427,P0086,C01299,4,2025-05-30,Works as expected
REV00428,P0184,C00776,5,2025-01-18,Excellent product
REV00429,P0114,C01468,4,2025-03-21,Happy with the purchase
REV00430,P0120,C04556,4,2025-07-12,Happy with the purchase
REV00431,P0169,C00089,5,2025-12-01,Great quality and value
REV00432,P0177,C02103,4,2025-03-27,Works as expected
REV00433,P0090,C04622,5,2025-05-04,Really impressed
REV00434,P0085,C03086,4,2025-12-04,Works as expected
REV00435,P0146,C02693,3,2025-02-06,Okay product
REV00436,P0150,C03389,5,2025-09-23,Really impressed
REV00437,P0137,C01139,5,2026-01-08,Really impressed
REV00438,P0067,C02363,5,2025-09-01,Really impressed
REV00439,P0122,C04864,4,2025-07-25,Works as expected
REV00440,P0182,C00718,3,2025-12-10,Average experience
REV00441,P0037,C03785,5,2025-07-08,Really impressed
REV00442,P0070,C03761,3,2026-01-24,Decent for the price
REV00443,P0009,C01825,5,2025-11-28,Excellent product
REV00444,P0015,C00401,5,2025-09-09,Great quality and value
REV00445,P0012,C02127,4,2026-01-11,Happy with the purchase
REV00446,P0153,C01084,4,2025-07-06,Works as expected
REV00447,P0146,C02657,3,2025-04-22,Okay product
REV00448,P0166,C00946,3,2025-07-24,Okay product
REV00449,P0114,C04061,2,2025-04-17,Average quality
REV00450,P0169,C04359,3,2025-02-12,Average experience
REV00451,P0134,C03690,2,2025-07-16,Average quality
REV00452,P0038,C01956,3,2025-09-04,Average experience
REV00453,P0038,C02134,4,2025-06-03,Works as expected
REV00454,P0161,C04467,4,2025-12-02,Works as expected
REV00455,P0136,C04410,3,2025-07-25,Average experience
REV00456,P0057,C00006,3,2025-08-27,Okay product
REV00457,P0142,C01546,3,2025-05-11,Decent for the price
REV00458,P0149,C02183,4,2025-04-01,Works as expected
REV00459,P0122,C01633,4,2025-07-16,Good product
REV00460,P0165,C03527,4,2025-04-02,Good product
REV00461,P0130,C00408,3,2025-08-05,
REV00462,P0178,C04381,3,2025-12-25,Okay product
REV00463,P0176,C00081,4,2025-11-24,Works as expected
REV00464,P0167,C02600,4,2025-01-11,Happy with the purchase
REV00465,P0182,C01674,2,2025-02-07,Could be better
REV00466,P0193,C04957,3,2025-10-15,Decent for the price
REV00467,P0078,C00935,4,2025-04-03,Works as expected
REV00468,P0126,C00677,4,2025-03-30,Works as expected
REV00469,P0070,C01120,3,2025-09-02,Decent for the price
REV00470,P0039,C00604,1,2025-07-02,Very disappointing
REV00471,P0077,C00513,5,2025-04-12,Excellent product
REV00472,P0031,C04243,4,2025-08-18,Happy with the purchase
REV00473,P0073,C04557,4,2025-05-07,Happy with the purchase
REV00474,P0079,C04954,4,2026-01-16,
REV00475,P0142,C03491,4,2025-08-21,Good product
REV00476,P0138,C02720,5,2025-11-02,Great quality and value
REV00477,P0137,C00912,5,2025-04-23,Really impressed
REV00478,P0125,C03645,2,2025-09-03,Average quality
REV00479,P0134,C04086,2,2025-08-13,Average quality
REV00480,P0020,C00302,5,2025-07-06,Great quality and value
REV00481,P0119,C02075,3,2025-12-18,Average experience
REV00482,P0114,C01815,1,2025-01-09,Poor quality
REV00483,P0058,C00699,5,2025-08-05,Great quality and value
REV00484,P0063,C02712,2,2025-02-28,Not fully satisfied
REV00485,P0066,C00569,5,2025-10-21,Great quality and value
REV00486,P0137,C02760,3,2026-01-27,Decent for the price
REV00487,P0091,C00387,4,2025-11-24,Works as expected
REV00488,P0018,C00236,3,2026-01-19,Decent for the price
REV00489,P0148,C02399,4,2025-04-21,Good product
REV00490,P0120,C01045,3,2025-09-30,Okay product
REV00491,P0001,C03535,5,2025-12-28,Great quality and value
REV00492,P0134,C02461,2,2025-10-12,Average quality
REV00493,P0159,C04238,3,2026-01-23,Okay product
REV00494,P0063,C03923,5,2025-03-10,Great quality and value
REV00495,P0032,C04036,3,2025-09-22,Decent for the price
REV00496,P0092,C00616,3,2025-08-11,Average experience
